	ID	Locutor	Duração	F01m	F01v	F02m	F02v	F03m	F03v	F04m	F04v	Fdm	Fdv	Intensidade	F0m	F0v	SHRm	SHRv	CPPm	CPPv	H12m	H12v	H24m	H24v	H42km	H42kv	H2k5km	H2k5kv	tag	Posiçao	Fonetica	Fonologica	Ditongo	Palavra	Tonicidade	Precedente	Seguinte	Fechada	Silabas	Oral	LetraPre	LetraSeg	Sexo	Arquivo	CLASS_00	CLASS_01	CLASS_02	CLASS_03	CLASS_04	CLASS_05	CLASS_06	CLASS_07	CLASS_08	CLASS_09
4142	4142	23	-0.5290366187263449	-1.325567116593365	-0.7720374124304713	-0.27986984060086506	0.5266890200945162	-0.17631732276299822	-0.6190268555459845	-1.270041071395168	1.370492726499143	-0.7016491373571883	1.4202319201286344	-0.7953207046911358	-0.4155150302880893	-0.38805285283708796	-0.16844997724654126	0.9230474888454043	-0.7934718581688847	-0.1504115051841001	0.6316798708918357	0.04190451577998791	0.46852902448204475	-0.019121913303989057	0.39526262268716	-0.02798796651737744	1.2542342722547453	0.006585179449732058	'on-fonte-2-T-0'	0	'on'	'fõʊ̃'	0	'fonte'	'T'	'f'	'ʊ'	1	2	0	'f'	'n'	'M'	'Locutor_0023M_M1_S'	0	0	1	1	0	1	1	0	0	1
4143	4143	23	0.6499210067445313	0.8310821494303496	0.15165250752208673	0.016885773647157216	0.2439985651270678	0.6528209072581315	-0.4275093869501618	-0.017759822898363607	0.33069254636112944	-0.3226452651792102	0.7172165747094176	-0.7303220908695256	-0.8468169295911296	0.7076233326536632	-0.463526459504275	1.3159584278482814	-0.5574020722930354	0.10443851595000457	1.883491928170435	0.007075555214995096	-0.5247964437506717	0.04495151021791395	1.080568713033463	-0.022472231143059036	-0.1396614475622368	0.0130010158681375	'oa-cósmica-3-T-0'	0	'oa'	'kɔz'	1	'cósmica'	'T'	'k'	'NA'	1	3	1	'c'	'm'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4144	4144	23	-0.45428454682592645	-0.7508709299424265	-0.05321579037235839	-1.3934038053198121	-0.041430420832227546	-1.9353047311850118	-0.7783760013508351	-1.3474070379522947	-1.0570024248838326	-0.9857287628843309	-0.9620850221959052	0.48576057922102783	1.7354510285747426	-0.17943389031904722	-0.9126619146742613	-0.8210412082554444	2.1884557795426547	2.209134695141884	-1.6142829181185057	-0.01692037687296143	2.319907359489858	-0.01960926887403776	-0.6344581621057767	-0.011391137992007513	-0.6315997144760338	0.04423143123072714	'e-esses-2-T-0'	0	'e'	'e'	0	'esses'	'T'	'NA'	'NA'	1	2	1	'na'	's'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4145	4145	23	-0.048005591496016686	1.6434431868164714	0.6939254305858401	0.11788499048052721	0.049115265851668956	0.155915410703108	1.0677896368636972	-1.055978572933999	1.0162125938849365	-1.5943270334287205	1.6563315566424959	1.8670231521084408	0.24074944166712417	2.579652702743991	1.240551949787591	-0.16771439974170707	0.008038020202995542	0.06622274209011192	0.4958635269720289	-0.048303366865803596	-1.2261156652244631	-0.04025864097651427	0.764252388783457	-0.022517562673658	0.5719270615317043	0.011753623052955712	'a-desafios-4-E-3'	1	'a'	'za'	0	'desafios'	'E'	'z'	'NA'	0	4	1	's'	'f'	'M'	'Locutor_0023M_M1_S'	0	1	1	1	0	0	0	0	0	0
4146	4146	23	0.12561895532084216	-1.366440648985989	0.19918960670745306	-1.034995231461253	2.870794018288408	0.4511460536485611	-0.4048219113152986	-0.21488375944369406	-0.12889027065612402	0.3018346193946387	-0.15758691709025244	-0.15938335444884646	0.8461312198479481	1.4473433466170125	-0.9126619146742613	-0.8210412082554444	1.5125690319581555	0.5743948359875768	1.5872882281287166	0.028954931707004233	2.1679287297781324	-0.01991453966950581	-0.9524290300252565	3.7486803967091556e-05	-0.2710306548322406	0.019278130334014675	'i-desafios-4-T-0'	2	'i'	'fi'	0	'desafios'	'T'	'f'	'NA'	0	4	1	'f'	'o'	'M'	'Locutor_0023M_M1_S'	0	0	1	1	0	0	0	0	0	0
4147	4147	23	-0.6151791110978543	-0.45634374292108815	0.04277563442827538	1.2788072766790073	-0.5051480062115832	0.3876040112238499	0.5163435128824782	-0.28958052598666406	0.9568351575718107	-0.10324077200357482	1.0835836468518971	-0.8091986967248902	0.5337338643400815	-0.2033173847987881	-0.37245664255806943	1.4932919332628012	-0.2669170006168918	1.1660759193257626	-0.7326549848358223	-0.018216758048615084	1.2123905322268405	-0.01718384050307915	0.09304847305448379	-0.020492611530846857	-0.3830220000185176	0.015972665140953565	'u-desafios-4-O-2'	3	'u'	'ʊs'	0	'desafios'	'O'	'NA'	's'	1	4	1	'i'	's'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	1	1	0
4148	4148	23	-0.8500434378441819	-0.4697058048224316	-0.8378695235917796	0.34121676096722386	-0.77688692194215	0.49601099924433695	-0.9203830227755907	0.8766642887000653	-0.7173129929302036	0.9941759575345984	-0.7734632521867426	-0.31312905915151645	-0.8495058425286371	-0.7313845202526829	1.0828648109057362	-0.08962141391127512	-0.6494697226309057	-1.5031344303910392	0.26572551388312377	-0.012144168932771756	0.049133178492680854	-0.010585903161230361	-0.3631430509438649	-0.009087575830285148	-0.42480782058958133	0.020156636234148213	'u-os-1-T-0'	0	'u'	'ʊs'	0	'os'	'T'	'NA'	's'	1	1	1	'na'	's'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	1	1	0
4149	4149	23	0.08114383763306761	0.6413384839898221	-0.6167209141931943	0.2785572461526631	-0.11477722936071573	-0.27391140166240774	-0.24855933714434195	-0.2466180560965757	-0.33580025470084757	-0.46716699469965506	-0.2140505352260135	0.5979886172258451	1.3282450284296943	-0.7313845202526829	2.0405279822133155	-0.6737167750050692	-0.7303151398342477	-0.5326597473169297	0.6232799053300904	0.024532375451188474	-0.5109189835276295	0.007670345965004843	-1.198359403531715	0.012888832810286613	-0.7072754401731298	0.034406436757655756	'Oi-heróis-2-T-0'	1	'Oi'	'ɾɔɪs'	1	'heróis'	'T'	'ɾ'	'ɪ'	1	2	1	'r'	's'	'M'	'Locutor_0023M_M1_S'	0	1	1	0	0	1	1	0	1	1
4150	4150	23	-0.5008482095403984	-1.8159931308673958	0.07517232735950295	-1.2010991800651567	-0.6619118850762623	0.30790846475049194	-0.7790134476675856	-1.0579983587227706	-0.0052373981822902	-0.3224378033609913	-0.14347826216182796	-1.094540027217006	-0.6842394513817665	-0.5320464998808496	-0.14583504266538339	0.9193497960881942	-0.6451210408527774	1.5415571485493218	0.5938474496916363	0.3756318230055447	0.6386477668803366	-0.015562558860219676	-0.0010834937946015537	-0.018424786240623162	-0.21213285029739729	0.016064297654014615	'in-enfrentam-3-E-3'	0	'in'	'ẽɪ̃'	0	'enfrentam'	'E'	'e'	'NA'	1	3	0	'na'	'n'	'M'	'Locutor_0023M_M1_S'	1	1	0	1	1	0	0	0	0	0
4151	4151	23	0.74671762958229	-0.5861359414753219	1.516104247293701	-0.3799929718668233	1.8686955890412356	-0.15247362712794127	0.6788427812065169	-0.8768523986754311	0.7499209617911194	-0.6055861011518965	0.38562460624547407	-0.4318543780487614	-0.006389516336256275	3.0910691584078913	0.4545199888845651	0.22953516043681352	0.09858372450063636	1.3185542890043473	0.40305698268522205	-0.07039871732027657	0.2906934516203281	-0.017151179214813565	0.08526256245560054	-0.02477473848617319	0.8215763816024905	0.008563019262694729	'en-enfrentam-3-T-0'	1	'en'	'fɾẽɪ̃'	0	'enfrentam'	'T'	'ɾ'	'ɪ'	1	3	0	'r'	'n'	'M'	'Locutor_0023M_M1_S'	0	1	1	0	0	1	1	0	1	1
4152	4152	23	-0.7383222413001637	-0.05837580174388635	-0.503037866179849	-0.5118025873255181	-0.4501640454662353	0.3905585027759043	-0.9804583549362138	0.1234069828515116	-0.9562985157837279	0.13709753631191238	-0.8870581195588555	-0.6691031568674101	-0.8495058425286371	-0.7313845202526829	2.9204418535402765	-0.7663504300364474	-1.1193279202387363	-1.2570034191745738	0.5863318326762977	0.0008368558906051579	-0.7056273927363526	-0.0220223524919917	-1.4680166735359397	-0.031049482572194812	-1.0333970257906864	0.0022714847737898875	'anu-enfrentam-3-O-2'	2	'anu'	'tɐ͂ʊ̃'	1	'enfrentam'	'O'	'NA'	'NA'	1	3	0	'na'	'r'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4153	4153	23	-0.4487610700166064	-0.11018610144744269	-0.14112618848420394	0.1531131466360243	-0.6378702295710869	0.2468498888172802	-0.7612091759793179	-0.1977542767208213	-1.1655639221333562	-0.1446781293187815	-0.9800325290347838	0.5495586332818574	-0.024354391345270544	-0.554920529463569	1.5045606130855522	-0.25936627336860074	-0.520705456824494	-0.5638378298064668	0.3364201584098715	-0.00867619964136101	0.25798818983108607	-0.01730462195610733	1.0459494861258538	-0.027973316795176683	0.7836400633046012	0.006255244474437584	'an-são-1-T-0'	0	'an'	'sɐ͂ʊ̃'	0	'são'	'T'	's'	'ʊ'	0	1	0	's'	'o'	'M'	'Locutor_0023M_M1_S'	0	0	1	1	0	1	1	0	0	1
4154	4154	23	0.7406475931338493	-0.4872573309664453	-0.5265597097327485	0.7853456835349336	0.5445917791736671	0.6471713800852608	-0.7512354993421084	0.3817116062041877	-0.8972854979424357	0.5369844074224868	-0.9528147051970486	0.5841981374444873	-0.2794228390575001	-0.09916878410443124	-0.14389098914265633	0.7314226401987124	-0.5933251186300036	-0.5843899110757789	0.10080823879190592	-0.004348037515817607	0.7633508698311477	-0.018381296230770283	-0.17560576245054502	-0.0179053666257284	1.1017063859613563	0.010270582347623534	'eu-deuses-2-T-0'	0	'eu'	'deʊ'	1	'deuses'	'T'	'd'	'NA'	0	2	1	'd'	's'	'M'	'Locutor_0023M_M1_S'	0	1	1	0	0	0	0	0	0	0
4155	4155	23	0.4857379760810354	-0.8452969386406441	-0.1306932516834155	1.4673471345233204	-0.8492658174387617	1.9966180027352052	0.5486747478448667	2.4133026392236077	-0.637463077963225	2.571938714188432	-0.5511915628168089	0.7462267242280998	-0.5560300111078486	0.7912914506477455	-0.9126619146742613	-0.8210412082554444	-0.9559372705496169	0.01436473381205066	1.1233381231930184	0.017052190597287874	1.0870494047139974	-0.017099734554572598	-0.3746851548504725	-0.01973280096946149	-1.8449796185351615	-0.017301285110530577	'i-deuses-2-O-2'	1	'i'	'zɪs'	0	'deuses'	'O'	'z'	's'	1	2	1	's'	's'	'M'	'Locutor_0023M_M1_S'	0	1	1	1	0	0	0	1	1	0
4156	4156	23	-0.6173199088448413	-1.4256627822564834	-0.11117496401194406	2.245323895600268	-0.5903984544421732	2.849840350528144	-0.5788223671655731	2.16495300332268	-0.278407407107685	2.552987118017103	-0.3878349167390835	0.6604817242443043	-0.5522746744948085	0.1583684204699557	-0.9126619146742613	-0.8210412082554444	-0.6299941142666599	0.2781732180975769	0.9971224260342254	0.00563173972164362	2.1790061408380557	-0.021369743588551492	-1.047566995840268	-0.008400298640570613	-1.5962482754742424	-0.028501600880775402	'i-discidentes-4-E-4'	0	'i'	'ʤi'	0	'discidentes'	'E'	'ʤ'	'NA'	1	4	1	'd'	's'	'M'	'Locutor_0023M_M1_S'	0	1	1	1	0	0	0	0	0	0
4157	4157	23	0.9500765311122578	-1.0338303338623651	0.23695915181516222	-0.5105007872439857	2.836808255102599	0.515278431795982	-0.4101056653382702	-0.8305049642665023	0.9480440640727682	-0.3973262146477632	0.7847989138212474	0.12420380230057071	-0.31118257620140355	1.8078666671283434	1.0327091112127027	-0.167740782367212	-0.6581922330640148	-0.3644030206583842	-0.06649951101887919	-0.022426699049683713	1.3668591343390788	-0.019587588929007357	-0.10467605111241203	-0.018920447035699842	0.6449068621147889	0.011882865771834927	'en-discidentes-4-T-0'	2	'en'	'dẽɪ̃'	0	'discidentes'	'T'	'd'	'ɪ'	1	4	0	'd'	'n'	'M'	'Locutor_0023M_M1_S'	0	1	1	0	0	1	1	0	1	1
4158	4158	23	-0.915037668389954	-0.31132316781700414	-0.7593695947332091	1.4570127585515955	-0.9100356724271155	1.447451846643677	-1.0164435009284065	2.0315593026753067	-0.9037855223637339	2.01772336232102	-0.8946231167352647	-0.3423506078125515	-0.8495058425286371	-0.7313845202526829	1.6351641227282916	-0.2867552693414288	0.04133278725750263	2.7141055034244896	-0.6276032026724595	-0.014626074717634018	0.7964226075256023	-0.012299159795328569	-0.8905552666677811	-0.012822558696187427	-0.27263518953369414	0.016803852142369777	'i-discidentes-4-O-2'	3	'i'	'ʧɪs'	0	'discidentes'	'O'	'ʧ'	's'	1	4	1	't'	's'	'M'	'Locutor_0023M_M1_S'	0	0	1	1	0	0	0	1	1	0
4159	4159	23	-0.8847191206151688	-1.4305826632057108	0.004788819565157231	-0.818386154820215	4.5885420877219465	0.6147360385617804	0.6773354630044652	-0.5857080243954026	-1.0086830511946763	-0.02192298985558454	-1.033013812257303	-0.6009826528330461	-0.8495058425286371	-0.7313845202526829	-0.9126619146742613	-0.8210412082554444	-0.49600218065220847	-2.14886354698538	0.8787196918624282	0.011494276967171004	0.05803733420843377	-0.012368737713027694	-0.7346685483067378	-0.01269413210069176	-0.04412506944903865	0.016797459667346287	'i-imaginando-5-E-5'	0	'i'	'i'	0	'imaginando'	'E'	'NA'	'NA'	0	5	1	'na'	'm'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4160	4160	23	-0.2812505366799747	1.575188198364057	-0.45196374034390585	0.6175967106819791	-0.4111494249132225	-0.1590313574733508	0.6575655285031484	-1.3757969204070573	0.9533749974585017	-1.86878969220884	1.4854381617247483	1.5616069397865726	-0.14796826354853848	0.020345164744307757	1.878679399705701	-0.44022185823061744	-0.5689048879331366	-1.3402553169311282	-0.06794005005222864	-0.0051479112884460065	-0.7886349586389534	-0.040794766730089416	0.4499288817503608	-0.029843906553988046	2.1987406744127798	0.0045361518793729785	'ai-imaginando-5-E-4'	1	'ai'	'ma'	1	'imaginando'	'E'	'NA'	'NA'	0	5	1	'm'	'i'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4161	4161	23	-0.04858795010244744	0.38832831943872187	0.4293519192598085	0.34273639866108896	0.2596633265372582	0.6656745586392067	0.6923394312919808	0.47856090830576903	-0.0390082455510626	0.3053144974414187	-0.246459454575525	0.3362273524011016	-0.30747106502205407	-0.1378806883877157	1.796716570687829	-0.25313980807386977	-0.5614476169339758	-0.7097333593388503	-0.1865634175491931	-0.025954668613985772	-0.12452703147063601	-0.016785047919405507	1.0170666973841658	-0.028775523539430917	1.2147925920016946	0.0043236290283393325	'an-imaginando-5-T-0'	3	'an'	'nɐ͂'	0	'imaginando'	'T'	'n'	'NA'	1	5	0	'n'	'n'	'M'	'Locutor_0023M_M1_S'	0	1	1	0	1	0	0	0	0	0
4162	4162	23	-0.9065312381067309	-0.39413972990050167	-0.9438865587515881	0.5860488276911058	-0.8007010717572712	0.6332000809717168	-0.9268497845377605	1.0605076248829384	-1.288380398799114	1.1385700737527256	-1.381573898044851	-0.07675453242305524	-0.8495058425286371	-0.7313845202526829	-0.9126619146742613	-0.8210412082554444	-0.24065761755371015	-2.128161039841861	0.42495483968552966	-0.009930276310967066	0.6036812050117433	-0.012591007217411502	-0.55423400618711	-0.01295914820357151	-0.4114265408312171	0.017608361244300656	'u-imaginando-5-O-2'	4	'u'	'dʊ'	0	'imaginando'	'O'	'd'	'NA'	0	5	1	'd'	'na'	'M'	'Locutor_0023M_M1_S'	0	1	1	0	0	0	0	0	0	0
4163	4163	23	0.8448046273629963	-0.9741325020974364	-0.33554188253369116	1.0277774928723566	1.7853258957669742	1.0778972324730032	0.20792044072201393	0.14905174398801585	0.07781800608435327	0.4983067136726931	-0.007402603549388038	-0.38182303193680156	-0.3755492262908689	0.7877712498126592	1.2206224539568011	-0.306094376674101	-0.7209427848587966	-0.5284878065823176	-0.22932502449366007	-0.0043611490001828086	1.7492553422481725	-0.018391843449258767	-0.4520232794103732	-0.022357363591421386	0.44578295301684545	0.01009851190812734	'i-que-1-T-0'	0	'i'	'kɪ'	0	'que'	'T'	'k'	'NA'	0	1	1	'u'	'na'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4164	4164	23	-0.2664743058972874	1.2574314210714646	-0.8193822955854475	0.14820525872516024	-0.4498226787902026	0.06633067469144624	0.33464624533622195	-0.5047510488245779	-0.22476350131041894	-0.9358252401054026	-0.0826114221862127	1.123287094180613	1.7228795370673586	0.20553968568402367	0.7245158997550482	0.08324795629229707	-0.7919204577036801	-0.29181447908815905	0.8807371775784831	0.004868851374493856	-1.480221991518028	-0.029741374070588373	1.2605740079442012	-0.02818997384104396	1.3712226812301072	0.005313127862500774	'O-histórias-3-T-0'	1	'O'	'tɔ'	0	'histórias'	'T'	't'	'NA'	0	3	1	't'	'r'	'M'	'Locutor_0023M_M1_S'	0	0	1	0	0	0	0	0	0	0
4165	4165	23	-0.7814736070790322	-0.04614171715599136	-0.7740378865642451	0.9778050333377164	-0.8676758312782735	0.6688154026798155	-1.0076901185282516	-0.052018067383021595	-0.8591162450748192	-0.031739074556346496	-0.8438833883266386	0.4318959536213178	-0.8495058425286371	-0.7313845202526829	-0.9126619146742613	-0.8210412082554444	-1.19121101572514	-0.8739341268318378	0.6354827853007347	0.015599266505079926	-0.6021080181418507	-0.008932205038125385	-0.6879166252176099	-0.0059567328810712725	-0.5060737519349423	0.022402732726592572	'ia-histórias-3-O-2'	3	'ia'	'as'	1	'histórias'	'O'	'NA'	'NA'	1	3	1	'r'	's'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4166	4166	23	-0.046909488893443006	-0.9648132163102101	-0.6307736459420438	0.9834047662551636	-0.4866787917959384	0.10397648443874725	-0.33901665404960096	-0.1476117362293642	-0.2197733063544919	0.21697148736065275	-0.24134106961789611	-0.3475821179248907	-0.48147693797974883	-0.06636531056374376	0.33419114131025335	0.5127114110158525	-0.6473924608181318	-0.8327456109678567	0.45662624326986967	-0.02590138478391684	1.296484470936096	-0.019497048656834045	-0.2521867197449202	-0.020910106061848864	1.7118959410807815	0.005168056647152214	'ui-destruição-3-E-3'	1	'ui'	'tɾuɪ'	1	'destruição'	'E'	'ɾ'	'NA'	0	3	1	'r'	'ç'	'M'	'Locutor_0023M_M1_S'	0	1	1	0	0	0	0	0	0	0
4167	4167	23	0.2898494191442406	-0.8268851925959187	1.150526908231542	-0.5313294380242641	0.7222170719580583	-0.17548821668518635	0.4502524250663097	-0.8495756652018247	0.737713236903044	-0.49138917896341383	0.42693027945953105	-0.044736049184402917	-0.5002163305280288	-0.2927015460415543	1.7877085250722358	-0.551997692196657	-0.7920606812758807	-0.49915166824163876	0.13586482520127757	-0.002980983358082041	0.41009504421330495	-0.017821533172060235	0.9815828824878297	-0.027040973763222904	0.544160585890044	0.00635839949067704	'anu-destruição-3-T-0'	2	'anu'	'sɐ͂ʊ̃'	1	'destruição'	'T'	'NA'	'NA'	0	3	0	's'	'i'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4168	4168	23	-0.6518208283653066	-0.5923460807812975	-0.9741173696673717	1.6511056425341932	0.023586120587288588	0.2196591898517695	-0.2302755740500794	-0.12967550221947147	-0.007524322541620482	0.09662930225824803	-0.005834882572055027	-0.18580009264886396	-0.21523897373602915	-0.6288116396251622	0.49188305081615175	0.31893363196379954	-0.614840980711121	-0.3531614275279857	-0.4779183256311179	-0.01581722978305816	1.226257400978486	-0.019563020731756326	-0.3991437341073488	-0.016985642079377493	2.290390427276559	0.005022594602647952	'i-e-1-T-0'	0	'i'	'ɪ'	0	'e'	'T'	'NA'	'NA'	0	1	1	'na'	'na'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4169	4169	23	0.3357845531692054	0.5314801825361197	0.6851330162573637	-0.9188102215246382	-0.19566258092207886	0.938234975027007	-0.7044745706713408	-0.1556051234457578	-0.15041834959487438	-0.3414589479516745	0.5178198110535741	0.8032959225509454	-0.3080570693638567	1.666734274274354	1.3424643071944575	-0.5017705749610079	-0.6457608098654318	-0.04480495043801864	0.52544643939079	-0.037523402698328795	-1.2631261301705812	-0.031267657493484875	2.443268587374645	-0.029505838365698096	-0.27210762796401095	0.012260698493884203	'O-morte-2-T-0'	0	'O'	'mox'	0	'morte'	'T'	'm'	'x'	1	2	1	'm'	'r'	'M'	'Locutor_0023M_M1_S'	0	1	1	0	1	0	0	0	1	0
4170	4170	23	-0.4980297903610575	-1.2249014812113757	-0.8270942520748236	-1.3077168789089495	-0.8081011645301057	-0.12631376114118753	-0.7459240512638369	-1.8658033277760473	-0.8747906825642898	-1.296803653022428	-0.9009992919670778	-0.7703174524657347	-0.1409899017793235	-0.4611604876151891	2.0852171058982565	-0.3807470422763971	-0.03374879961227507	-0.30313636835910035	0.20388438743547388	-0.00440039110723375	0.19642310840782437	-0.020845133463165442	1.1628070676332913	-0.030632873580694792	0.3908873709503249	0.005751813132852549	'anu-vão-1-T-0'	0	'anu'	'vɐ͂ʊ̃'	1	'vão'	'T'	'NA'	'NA'	0	1	0	'na'	'na'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4171	4171	23	-0.4765379439690817	0.057921241287731504	-0.30720094552941707	1.6943746073438488	-0.6988038887290688	0.43057850169311673	0.05973039891813887	0.3441095315178543	1.093756732101315	0.3010227139321643	1.4373413420921533	0.13157826481495044	-0.38586976614365964	-0.22874595197047767	-0.473237809556237	1.7872616247824504	-0.6167359730062206	0.034396499248572555	0.732363683540243	0.012319247368175539	0.21553128751990921	-0.011343824059024806	-0.7129954466482104	-0.010933567887293915	2.331131539389125	0.004664045745539418	'e-fazer-2-T-0'	1	'e'	'zex'	0	'fazer'	'T'	'z'	'x'	1	2	1	'z'	'r'	'M'	'Locutor_0023M_M1_S'	0	1	1	1	0	0	0	0	1	0
4172	4172	23	-0.32734965089088575	2.0615294822787993	-0.7146898713432701	0.5827388045883075	-0.6367239469930633	0.3546601767775021	-0.5337894942629842	-0.9955657750047476	0.3675909570898767	-1.6916758776858456	0.5788898464107366	0.9316481948523776	-0.01726107752818035	-0.4464112385914906	0.5373755689356802	0.2739948723718868	-0.4350264097533446	-0.07500943655591807	0.5863318326762977	0.0008368558906051579	-0.7056273927363526	-0.0220223524919917	-1.4680166735359397	-0.031049482572194812	-1.0333970257906864	0.0022714847737898875	'a-a-1-T-0'	0	'a'	'a'	0	'a'	'T'	'NA'	'NA'	0	1	1	'na'	'na'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4173	4173	23	-0.8156603317625946	2.657005704933922	-0.9779489430163641	0.3381460899791897	-0.8963142795647221	0.8451040294065277	-0.9400156860133586	-0.9995153827542173	-1.0009639409525397	-1.9146329741902839	-0.9456106539836793	1.281688096934045	-0.8495058425286371	-0.7313845202526829	0.6995935043045031	0.27037742488566197	-0.7070925827895544	-0.1557077375263476	0.5863318326762977	0.0008368558906051579	-0.7056273927363526	-0.0220223524919917	-1.4680166735359397	-0.031049482572194812	-1.0333970257906864	0.0022714847737898875	'a-a-1-T-0'	0	'a'	'a'	0	'a'	'T'	'NA'	'NA'	0	1	1	'na'	'na'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4174	4174	23	-0.7073013345839982	-0.281139853559336	-0.8716423167819726	1.7677268074991632	-0.8378460559079078	0.7517907393958808	-0.41513365461506724	0.5913185016837899	0.5603626500549339	0.6574432497042523	0.6168991276809318	0.2266153340180834	-0.1275497102660275	-0.3674247342327905	-0.9126619146742613	-0.8210412082554444	-0.8138133691082763	-1.6742246159549445	0.7473737696613741	0.0186280016093493	1.424553340387243	-0.02120161958875733	-0.8534172137413292	-0.021629608050503953	1.8443325991142983	0.005497989254174901	'e-sobrevivência-5-E-4'	1	'e'	'bɾe'	0	'sobrevivência'	'E'	'ɾ'	'NA'	0	5	1	'r'	'v'	'M'	'Locutor_0023M_M1_S'	0	1	1	0	0	0	0	0	0	0
4175	4175	23	-0.5230910393798658	-0.45292119178579643	-0.6782656384525696	1.6838962188382742	-0.8274577570147087	0.49282965731754647	-0.9810705181877645	0.47900819145711326	-1.07657898636838	0.6154856619042066	-1.1675209144122343	-0.038126421795679544	-0.2619206092181561	0.1577228396547972	-0.9126619146742613	-0.8210412082554444	-0.5506191867911996	-1.160318019068635	0.7731103325409004	0.016737603680101132	0.7625245370799101	-0.015572566780223753	-1.4122938586363367	0.06552215739240821	0.7687312313934088	0.01203972101859159	'i-sobrevivência-5-E-3'	2	'i'	'vi'	0	'sobrevivência'	'E'	'v'	'NA'	0	5	1	'v'	'v'	'M'	'Locutor_0023M_M1_S'	0	1	1	1	0	0	0	0	0	0
4176	4176	23	0.3546168377679461	-0.9417531146251937	0.23923044155666048	-0.06753567923666129	2.665089821202931	0.7481994923362946	-0.01979328644796083	-0.38927397606821096	0.6881085456928611	-0.017899964222997475	0.4689279197088757	0.29533605581308137	0.7928030360893498	3.673123035564718	-0.11726489338739987	0.6469610247732642	0.4250191887140393	1.653648673511949	-0.4974221898262341	-0.02903822312492501	2.144818241259522	-0.019370628623677794	-0.7689339346794484	-0.014554836137256137	0.33130429598219624	0.01818631561537149	'eni-sobrevivência-5-T-0'	3	'eni'	'vẽɪ̃'	1	'sobrevivência'	'T'	'NA'	'NA'	1	5	0	'r'	'v'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4177	4177	23	-0.7073013345839982	0.7878371087000651	1.0528728147816035	-0.274315131593196	1.4104742152977316	-0.9521986877808828	1.3036820375241795	-0.9156690963548452	1.466749736151317	-1.147851771939459	1.6220488492440328	1.2187519330577872	1.1386753450303035	-0.7313845202526743	-0.9126619146742613	-0.8210412082554444	0.4027103804286147	3.316622175695711	-0.9193745442622258	-0.010485878188568111	-0.12104658251799467	0.001377169831817089	-0.47691769632099945	-0.011238195360445727	0.21114250422783118	0.012520672520303843	'ia-sobrevivência-5-O-2'	5	'ia'	'a'	1	'sobrevivência'	'O'	'NA'	'NA'	0	5	1	'c'	'na'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	0	0	0
4178	4178	23	-0.2834659588869177	2.482641594682977	-0.6143943114341057	0.35876031249590634	-0.671620587579255	0.5026842872535381	-0.060138015807903726	-1.0340779087655816	-0.09187152625539695	-1.882808207711482	0.3094544576239544	2.3344527267759236	-0.36015702242972214	-0.6641536855593596	1.9723364889458381	-0.34283009683156584	-0.597817917063717	-0.3956845940557803	1.0178334575322965	0.038465434040507424	-1.1951183412422846	-0.032581238625243765	0.39530083305655994	-0.027545619474816218	2.0858502273660107	0.004462947655546826	'a-as-1-T-0'	0	'a'	'as'	0	'as'	'T'	'NA'	's'	1	1	1	'na'	's'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	0	1	1	0
4179	4179	23	-0.4975606679612842	1.4366132075107945	-0.5755251745581165	0.5792878375161419	-0.758922477534082	0.6716870107543474	0.2367663899511621	-0.5119450151995342	-0.3348448058308036	-1.008539898573358	-0.23884812759637003	1.7507316865528901	-0.8495058425286371	-0.7313845202526829	1.7018742953084958	-0.2369560437326924	-0.18322911309762355	1.0487821485322404	0.6172636585051795	0.02347762001672542	-0.8052006574064673	-0.04257264673336363	-0.901047088729161	0.0038492860691803077	-0.5791015492871502	0.03043142946276368	'a-adversidades-5-E-5'	0	'a'	'aʤɪ'	0	'adversidades'	'E'	'NA'	'ʤ'	1	5	1	'na'	'd'	'M'	'Locutor_0023M_M1_S'	0	0	0	0	0	0	1	1	1	0
